publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2022p663809,earthquake,2022-09-03T14:37:28.665Z,2022-09-03T14:40:25.023Z,177.7364197,-38.40584183,1.794991584,29.24248505,M,,LOCSAT,confirmed,manual,iasp91,19,12,6,0.09412328899,74.18086243,0.3816636371,0
2022p663681,earthquake,2022-09-03T13:29:32.879Z,2022-09-03T13:32:18.363Z,172.2099152,-43.61730576,2.295499476,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,25,3,0.0933515355,44.33386993,0.3523556469,0
2022p663628,earthquake,2022-09-03T13:01:06.038Z,2022-09-03T13:08:30.566Z,176.0104523,-38.01905441,2.269591613,168.8411255,M,,LOCSAT,confirmed,manual,iasp91,29,23,7,0.4946852326,116.6594391,0.4244165617,0
2022p663618,earthquake,2022-09-03T12:55:57.475Z,2022-09-03T13:02:38.198Z,176.5019226,-38.00464249,1.885270741,122.0684967,M,,LOCSAT,confirmed,manual,iasp91,21,17,3,0.5168793201,243.7325516,0.377984445,0
2022p663596,earthquake,2022-09-03T12:44:06.795Z,2022-09-03T12:46:35.864Z,176.9538879,-39.33813477,1.817168726,25.23198509,M,,LOCSAT,confirmed,manual,iasp91,28,18,8,0.08171578497,87.11477661,0.3325161119,0
2022p663528,earthquake,2022-09-03T12:08:06.600Z,2022-09-03T12:45:53.606Z,172.5738525,-41.30575943,1.966606224,118.1566238,MLv,,LOCSAT,confirmed,manual,iasp91,23,16,3,0.1668325663,143.039978,0.411500633,0.5314419579
2022p663513,earthquake,2022-09-03T12:00:03.197Z,2022-09-03T12:35:05.136Z,175.2609406,-39.8146553,1.579710923,52.82565689,MLv,,LOCSAT,confirmed,manual,iasp91,16,13,2,0.2024343759,81.51920605,0.5505420357,0.1570947877
2022p663496,earthquake,2022-09-03T11:50:43.808Z,2022-09-03T11:57:07.593Z,176.7533722,-39.75939178,1.654359449,25.50870323,MLv,,LOCSAT,confirmed,manual,iasp91,22,15,6,0.1011444926,52.72089386,0.2424691314,0.1489508703
2022p663453,earthquake,2022-09-03T11:27:51.458Z,2022-09-14T02:27:44.764Z,174.5077057,-39.31671906,2.798096867,130.9811249,MLv,,LOCSAT,confirmed,manual,tab,19,13,7,0.1647872627,75.77418518,0.3781936834,0.4155576813
2022p663411,earthquake,2022-09-03T11:05:50.866Z,2022-09-03T11:16:21.991Z,177.8321991,-38.40468216,1.567735067,25.79366302,M,,LOCSAT,confirmed,manual,iasp91,16,11,4,0.03676601127,92.80389404,0.2729063721,0
2022p663393,earthquake,2022-09-03T10:55:47.901Z,2022-09-03T11:03:18.934Z,176.9696045,-39.35674667,1.625510614,26.47875214,MLv,,LOCSAT,confirmed,manual,iasp91,15,12,5,0.09571935236,105.7317963,0.2971707217,0.1356910077
2022p663284,earthquake,2022-09-03T09:58:04.025Z,2022-09-03T10:06:08.751Z,175.3125305,-39.24898911,1.350910616,11.13369942,MLv,,LOCSAT,confirmed,manual,iasp91,20,14,6,0.04805686697,79.44212341,0.3759761402,0.1319578266
2022p663211,earthquake,2022-09-03T09:19:15.974Z,2022-09-03T09:21:34.909Z,167.1838226,-45.16916275,2.265513387,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,2,0.1905407012,167.3443604,0.623210273,0
2022p663125,earthquake,2022-09-03T08:33:16.000Z,2022-09-03T08:48:27.575Z,176.5068665,-37.4324913,2.523976328,185.9911346,M,,LOCSAT,confirmed,manual,iasp91,18,15,1,0.9538801312,275.3760147,0.3933857728,0
2022p663048,earthquake,2022-09-03T07:52:18.401Z,2022-09-03T08:05:16.336Z,174.9883118,-40.06501389,2.299370391,47.50229645,MLv,,LOCSAT,confirmed,manual,iasp91,34,28,4,0.138995558,68.20803833,0.5874237768,0.3561242243
2022p662994,earthquake,2022-09-03T07:23:43.537Z,2022-09-03T07:32:02.314Z,177.1373138,-39.14076233,1.627507346,25.58827782,M,,LOCSAT,confirmed,manual,iasp91,14,11,5,0.09892309457,93.72123718,0.2741268024,0
2022p662810,earthquake,2022-09-03T05:45:29.489Z,2022-09-03T06:06:17.204Z,175.2885132,-39.22501373,0.8947980423,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,3,0.192655921,130.6385651,0.3876280511,0
2022p662739,earthquake,2022-09-03T05:07:29.996Z,2022-09-14T02:22:06.974Z,167.3740997,-45.0778656,4.141143874,96.99494934,MLv,,LOCSAT,confirmed,manual,tab,27,16,19,0.35310781,166.6482353,0.2964682599,0.2309880388
2022p662549,earthquake,2022-09-03T03:26:46.136Z,2022-09-03T03:29:15.350Z,175.3576813,-39.22101212,1.090520132,13.7301054,M,,LOCSAT,confirmed,manual,iasp91,16,13,5,0.0687417239,143.511795,0.2503103299,0
2022p662523,earthquake,2022-09-03T03:12:18.258Z,2022-09-03T03:23:09.126Z,174.2178192,-40.63069153,2.353625006,65.00228882,MLv,,LOCSAT,confirmed,manual,iasp91,22,15,6,0.2826134861,191.2632141,0.4197246948,0.2017784538
2022p662386,earthquake,2022-09-03T01:59:38.307Z,2022-09-14T02:17:51.921Z,172.4747314,-41.2465477,3.103447924,187.8284149,MLv,,LOCSAT,confirmed,manual,tab,24,14,2,0.2619565129,140.5183597,0.2260911271,0.1884230254
2022p662330,earthquake,2022-09-03T01:29:36.645Z,2022-09-03T01:37:33.850Z,174.9781036,-40.73110199,2.616519323,4.509368896,MLv,,LOCSAT,confirmed,manual,iasp91,28,19,21,0.1281510144,95.70405251,0.281369501,0.1758180888
2022p662206,earthquake,2022-09-03T00:23:48.653Z,2022-09-03T00:31:24.949Z,173.3249512,-41.4821434,2.599037919,72.48258972,MLv,,LOCSAT,confirmed,manual,iasp91,26,20,6,0.2679717243,40.03260231,0.2089931228,0.294405048
2022p662111,earthquake,2022-09-02T23:33:07.087Z,2022-09-02T23:45:06.678Z,175.825058,-38.36969376,2.540199402,140.917099,M,,LOCSAT,confirmed,manual,iasp91,21,16,13,0.2292647064,106.0833054,0.4088303258,0
2022p661996,earthquake,2022-09-02T22:31:59.210Z,2022-09-02T22:37:22.947Z,177.2394257,-39.20882034,1.675033176,21.93563271,M,,LOCSAT,confirmed,manual,iasp91,22,14,6,0.131894052,134.3489151,0.4037396019,0
2022p661969,earthquake,2022-09-02T22:17:29.825Z,2022-09-02T22:30:41.289Z,174.0142481,-40.64083002,2.606538391,153.125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.6020095732,168.4614271,1.623862132,0
2022p661942,earthquake,2022-09-02T22:03:06.979Z,2022-09-02T22:24:00.148Z,175.9665375,-38.85390854,1.275195759,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,9,4,0.1491704583,127.5190353,0.2287850294,0
2022p661927,earthquake,2022-09-02T21:55:01.166Z,2022-09-02T22:01:32.316Z,167.3229675,-44.83455658,2.5977519,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,9,1,0.4591672122,223.7902451,0.7907964935,0
2022p661918,earthquake,2022-09-02T21:50:08.264Z,2022-09-02T21:56:36.355Z,173.5640259,-42.44242859,2.040823166,9.147234917,M,,LOCSAT,confirmed,manual,iasp91,20,13,3,0.03229055926,116.648262,0.6368900712,0
2022p661913,earthquake,2022-09-02T21:47:16.976Z,2022-09-02T21:56:09.054Z,175.3012695,-39.25240707,1.047780895,9.619990349,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,5,0.1860559136,103.7026062,0.2587900186,0.1053678988
2022p661797,earthquake,2022-09-02T20:46:16.946Z,2022-09-02T20:54:47.013Z,176.0571899,-38.62746048,1.846698228,6.261736393,M,,LOCSAT,confirmed,manual,iasp91,12,10,7,0.01825205423,90.5538559,0.2260228078,0
2022p661782,earthquake,2022-09-02T20:37:44.532Z,2022-09-02T21:01:22.056Z,-179.8477478,-37.8549614,2.542790925,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,3,1.375991464,312.2489166,0.2758338102,0.07107728553
2022p661757,earthquake,2022-09-02T20:24:07.732Z,2022-09-02T20:34:13.969Z,171.4849548,-43.48230362,2.342583699,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,5,0.07793772221,74.7374115,0.4735065531,0
2022p661647,earthquake,2022-09-02T19:25:23.689Z,2022-09-14T01:59:02.239Z,177.1327209,-36.87929153,2.980047346,252.8516541,MLv,,LOCSAT,confirmed,manual,tab,30,21,17,1.017077923,194.5581665,0.4425222606,0.1751055365
2022p661579,earthquake,2022-09-02T18:49:35.721Z,2022-09-02T19:02:11.462Z,176.8167419,-39.82694626,1.721930404,29.22296524,MLv,,LOCSAT,confirmed,manual,iasp91,21,15,6,0.05653521419,115.5781937,0.2719323559,0.2485660264
2022p661507,earthquake,2022-09-02T18:10:56.141Z,2022-09-14T01:55:55.726Z,177.4050751,-37.17412186,3.387306152,112.4623108,MLv,,LOCSAT,confirmed,manual,tab,30,19,42,0.6540132761,191.5143356,0.5982026761,0.4017040577
2022p661361,earthquake,2022-09-02T16:53:44.254Z,2022-09-02T17:06:07.436Z,176.6721802,-39.80847931,1.234047769,35.61488724,MLv,,LOCSAT,confirmed,manual,iasp91,18,10,3,0.1581374854,81.90407062,0.3255691831,0.4738665519
2022p661187,earthquake,2022-09-02T15:20:42.820Z,2022-09-02T15:39:57.621Z,176.2567139,-38.00468063,2.082702745,136.8899536,MLv,,LOCSAT,confirmed,manual,iasp91,30,22,7,0.6213008165,237.7191391,0.4661107606,0.1799134712
2022p661104,earthquake,2022-09-02T14:36:26.655Z,2022-09-16T03:46:45.372Z,175.9585724,-38.81110382,1.700791254,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,11,10,0.144937411,76.3039093,0.5298777347,0.166088593
2022p661096,earthquake,2022-09-02T14:32:03.339Z,2022-09-13T23:55:00.686Z,167.4011536,-44.96892166,3.691295854,108.7568207,MLv,,LOCSAT,confirmed,manual,tab,35,21,12,0.4353152514,176.4803276,0.4279223306,0.283989931
2022p660935,earthquake,2022-09-02T13:06:24.805Z,2022-09-02T14:44:38.612Z,176.6721802,-38.12491989,1.708976803,5.492012024,MLv,,LOCSAT,confirmed,manual,iasp91,25,17,7,0.05065421388,92.82222724,0.4200268289,0.1467730409
2022p660915,earthquake,2022-09-02T12:55:58.115Z,2022-09-02T13:48:43.951Z,176.6774902,-38.13328552,2.028128801,4.327562809,MLv,,LOCSAT,confirmed,manual,iasp91,33,24,14,0.05557189509,43.41838074,0.2462688423,0.1267201751
2022p660802,earthquake,2022-09-02T11:55:28.954Z,2022-09-02T11:58:27.783Z,176.1013336,-38.63901901,1.838420981,4.789979458,MLv,,LOCSAT,confirmed,manual,iasp91,14,11,7,0.008861354552,81.00062561,0.3740200369,0.2928681259
2022p660796,earthquake,2022-09-02T11:52:46.957Z,2022-09-02T12:07:31.405Z,175.8941345,-38.69609833,1.172527541,147.5409088,MLv,,LOCSAT,confirmed,manual,iasp91,16,10,1,0.4993979931,224.9395142,0.4420290566,0
2022p660754,earthquake,2022-09-02T11:30:02.997Z,2022-09-13T23:51:32.714Z,174.4309082,-39.51880264,2.678162674,195.2324982,MLv,,LOCSAT,confirmed,manual,tab,44,31,26,0.06246457621,103.9711761,0.6057910997,0.2743478919
2022p660698,earthquake,2022-09-02T10:59:54.984Z,2022-09-02T11:36:47.785Z,172.2141418,-43.61909866,2.050920666,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,35,23,4,0.09364212304,79.82720184,0.3189950918,0.3831345069
2022p660688,earthquake,2022-09-02T10:54:44.978Z,2022-09-02T10:58:05.290Z,174.3484039,-40.56261063,2.149416736,31.5796814,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,4,0.4029692113,89.77645874,0.4218647186,0.1874872006
2022p660663,earthquake,2022-09-02T10:41:26.940Z,2022-09-02T10:46:26.657Z,175.9114838,-38.3563385,2.292864212,141.1456299,MLv,,LOCSAT,confirmed,manual,iasp91,20,16,13,0.6199067235,141.1398163,0.5760357637,0.1808851009
2022p660656,earthquake,2022-09-02T10:37:57.017Z,2022-09-02T10:41:01.276Z,177.7931671,-38.61567688,0.8569322327,28.79698944,MLv,,LOCSAT,confirmed,manual,iasp91,11,7,2,0.09319477528,108.3151245,0.3904283749,0.1452492022
2022p660623,earthquake,2022-09-02T10:20:23.898Z,2022-09-02T11:11:15.764Z,174.9877472,-39.34351349,1.548183108,19.49242401,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,7,0.2821674347,83.82611084,0.2457022377,0.2386028387
2022p660596,earthquake,2022-09-02T10:05:40.615Z,2022-09-02T10:24:28.679Z,178.6566162,-38.49505234,2.159585211,21.54374695,MLv,,LOCSAT,confirmed,manual,iasp91,22,15,7,0.352647841,237.3367615,0.5592297265,0.1419049323
2022p660544,earthquake,2022-09-02T09:38:12.441Z,2022-09-02T09:41:59.914Z,175.7049713,-39.50933456,1.323818101,13.97246933,M,,LOCSAT,confirmed,manual,iasp91,18,15,6,0.1087225899,159.9974518,0.2893625033,0
2022p660365,earthquake,2022-09-02T08:02:31.304Z,2022-09-02T08:05:09.537Z,174.9765167,-40.10203552,2.197520145,28.81272125,M,,LOCSAT,confirmed,manual,iasp91,24,17,7,0.1769260764,114.1016388,0.6268836829,0
2022p660331,earthquake,2022-09-02T07:44:54.902Z,2022-09-02T07:53:58.912Z,173.2648163,-41.79098129,2.319884691,65.1909256,M,,LOCSAT,confirmed,manual,iasp91,29,18,4,0.2704750597,69.89942551,0.4482454363,0
2022p660321,earthquake,2022-09-02T07:39:20.772Z,2022-09-02T09:40:53.873Z,175.2490387,-41.22220612,1.187790118,18.63558197,M,,LOCSAT,confirmed,manual,iasp91,19,12,5,0.1794732064,90.69947815,0.2511964007,0
2022p660313,earthquake,2022-09-02T07:34:59.175Z,2022-09-02T07:39:24.193Z,176.0882721,-40.84737015,1.576676629,16.94595337,M,,LOCSAT,confirmed,manual,iasp91,24,16,7,0.1061807573,88.6506424,0.3188263913,0
2022p660256,earthquake,2022-09-02T07:04:27.462Z,2022-09-02T07:09:03.060Z,177.4360809,-39.19121552,2.028325556,24.91361237,M,,LOCSAT,confirmed,manual,iasp91,26,16,7,0.1940532476,131.4066238,0.4304193558,0
2022p660235,earthquake,2022-09-02T06:53:23.345Z,2022-09-02T07:37:53.434Z,176.506897,-40.20834351,2.163681079,25.27836037,M,,LOCSAT,confirmed,manual,iasp91,30,18,15,0.1140287519,63.56315231,0.3109765237,0
2022p660229,earthquake,2022-09-02T06:50:15.240Z,2022-09-02T06:52:54.293Z,175.8639832,-40.64860916,1.213622993,33.97039795,M,,LOCSAT,confirmed,manual,iasp91,19,13,4,0.09924345464,74.61190796,0.5635922541,0
2022p660090,earthquake,2022-09-02T05:36:32.258Z,2022-09-02T05:40:56.919Z,175.6973877,-39.48283768,1.241716802,11.46450233,M,,LOCSAT,confirmed,manual,iasp91,22,17,6,0.08704723418,160.96698,0.1923267261,0
2022p660074,earthquake,2022-09-02T05:27:46.540Z,2022-09-02T10:40:42.781Z,172.2145081,-43.61665726,2.196995873,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,34,23,6,0.09491363913,78.15281677,0.32223154,0.242106663
2022p660048,earthquake,2022-09-02T05:14:06.648Z,2022-09-02T10:47:59.088Z,173.5731354,-40.22875977,2.512467651,142.9770966,MLv,,LOCSAT,confirmed,manual,iasp91,35,24,6,0.6310081482,144.4589901,0.6228076037,0.2746130141
2022p659995,earthquake,2022-09-02T04:45:14.887Z,2022-09-02T04:57:03.743Z,176.3607178,-37.86557388,2.216605357,144.2269592,M,,LOCSAT,confirmed,manual,iasp91,26,17,5,0.7107145786,210.647789,0.5898925705,0
2022p659944,earthquake,2022-09-02T04:18:25.290Z,2022-09-02T04:22:21.131Z,176.7454224,-39.59596252,1.373237445,23.91833687,M,,LOCSAT,confirmed,manual,iasp91,16,10,4,0.1561160535,97.97490883,0.3628525812,0
2022p659924,earthquake,2022-09-02T04:07:44.433Z,2022-09-02T04:12:43.052Z,174.4392242,-39.47811508,2.468323569,122.4976273,M,,LOCSAT,confirmed,manual,iasp91,30,22,12,0.03346032277,72.22979736,0.5645903116,0
2022p659879,earthquake,2022-09-02T03:43:35.246Z,2022-09-02T03:46:16.459Z,175.105484,-41.35616302,1.481973411,20.60020256,M,,LOCSAT,confirmed,manual,iasp91,25,14,7,0.1236619949,101.2407379,0.2783168057,0
2022p659856,earthquake,2022-09-02T03:31:17.397Z,2022-09-02T03:36:46.708Z,175.5375824,-41.30077362,1.154818163,14.56622887,M,,LOCSAT,confirmed,manual,iasp91,17,13,3,0.1065932438,87.61468506,0.2379057229,0
2022p659827,earthquake,2022-09-02T03:15:44.735Z,2022-09-02T03:19:45.931Z,178.009613,-36.13372421,2.499794161,171.452774,M,,LOCSAT,confirmed,manual,iasp91,21,13,2,1.445580602,327.963974,0.4778346643,0
2022p659710,earthquake,2022-09-02T02:13:32.639Z,2022-09-02T02:38:32.854Z,174.9718628,-40.11852264,1.995895658,22.17757416,M,,LOCSAT,confirmed,manual,iasp91,17,11,3,0.3635908961,144.8540039,0.6098031314,0
2022p659694,earthquake,2022-09-02T02:05:15.232Z,2022-09-13T23:45:20.661Z,176.611908,-39.91938782,2.874369364,31.40217972,MLv,,LOCSAT,confirmed,manual,tab,40,26,42,0.03236641362,61.34950256,0.355604258,0.1368292542
2022p659647,earthquake,2022-09-02T01:39:57.115Z,2022-09-02T01:46:24.817Z,176.0566254,-38.65885162,1.970187632,5.728307247,MLv,,LOCSAT,confirmed,manual,iasp91,18,14,6,0.02871687524,63.91529846,0.2496476721,0.3923453494
2022p659583,earthquake,2022-09-02T01:05:59.166Z,2022-09-02T01:12:54.120Z,176.0690308,-38.66466522,2.062650697,4.315991879,MLv,,LOCSAT,confirmed,manual,iasp91,19,15,25,0.02166183479,60.10543251,0.3277303288,0.2103158259
2022p659441,earthquake,2022-09-01T23:50:10.995Z,2022-09-02T00:02:04.717Z,174.1599579,-41.02968216,2.071604428,25.92633438,MLv,,LOCSAT,confirmed,manual,iasp91,21,15,4,0.200785324,154.8676758,0.5864532169,0.3490509754
2022p659269,earthquake,2022-09-01T22:18:57.262Z,2022-09-01T22:32:06.951Z,174.4273071,-39.46012878,2.197219846,125.3389282,MLv,,LOCSAT,confirmed,manual,iasp91,30,27,9,0.01905399002,89.81997299,0.4410600877,0.2976612261
2022p659198,earthquake,2022-09-01T21:41:11.930Z,2022-09-13T23:41:02.909Z,173.6079102,-40.45276642,3.758800067,115.4105377,MLv,,LOCSAT,confirmed,manual,tab,42,31,82,0.4225304425,107.8022585,0.4915353823,0.1890973123
2022p659142,earthquake,2022-09-01T21:11:14.937Z,2022-09-01T21:31:31.368Z,175.8011169,-38.82577896,1.434847571,8.305736542,M,,LOCSAT,confirmed,manual,iasp91,9,6,5,0.04651952162,188.4250679,0.1573241429,0
2022p659088,earthquake,2022-09-01T20:42:42.305Z,2022-09-13T23:36:57.816Z,176.1342621,-38.24326324,3.074479766,143.9100342,MLv,,LOCSAT,confirmed,manual,tab,37,31,66,0.3142142296,58.96866989,0.3989048828,0.418344005
2022p659041,earthquake,2022-09-01T20:17:17.235Z,2022-09-01T20:19:40.213Z,176.7230682,-39.59668732,1.387698712,24.13304901,M,,LOCSAT,confirmed,manual,iasp91,19,11,4,0.1535845995,95.33792782,0.3973056354,0
2022p659033,earthquake,2022-09-01T20:13:15.788Z,2022-09-01T20:26:36.747Z,176.7446747,-39.59214401,2.613037718,25.18260574,MLv,,LOCSAT,confirmed,manual,iasp91,37,24,28,0.1309309453,50.43130875,0.2897422197,0.188403031
2022p659020,earthquake,2022-09-01T20:06:11.626Z,2022-09-01T20:18:31.698Z,177.3608398,-37.0447197,2.516899402,119.7469177,M,,LOCSAT,confirmed,manual,iasp91,16,11,5,0.7855363488,215.6248779,0.4200270921,0
2022p658980,earthquake,2022-09-01T19:45:04.675Z,2022-09-01T19:56:24.805Z,176.1079865,-38.79071045,1.747434648,65.10076904,MLv,,LOCSAT,confirmed,manual,iasp91,29,23,12,0.2454333752,100.6192703,0.3029222613,0.2263745254
2022p658952,earthquake,2022-09-01T19:29:58.327Z,2022-09-01T19:32:41.639Z,176.0578003,-38.76482391,1.682213003,69.93334961,M,,LOCSAT,confirmed,manual,iasp91,19,14,5,0.2892054617,200.7907143,0.2546155458,0
2022p658826,earthquake,2022-09-01T18:22:41.002Z,2022-09-01T18:39:10.200Z,174.903717,-40.2304039,2.347487836,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,12,0.315974623,72.42164612,0.4337216246,0
2022p658811,earthquake,2022-09-01T18:15:01.106Z,2022-09-01T18:16:43.846Z,177.5831909,-39.05162048,2.00264769,23.58532906,M,,LOCSAT,confirmed,manual,iasp91,25,17,8,0.07652089745,145.6536636,0.3721882757,0
2022p658766,earthquake,2022-09-01T17:50:35.911Z,2022-09-01T18:32:22.648Z,174.7810211,-39.04352951,2.254388704,200.8409729,MLv,,LOCSAT,confirmed,manual,iasp91,22,19,4,0.08258693665,202.0559235,0.6365849178,0.4296153539
2022p658719,earthquake,2022-09-01T17:25:53.543Z,2022-09-01T17:38:02.390Z,172.5025635,-43.62738037,1.855822505,4.294182301,MLv,,LOCSAT,confirmed,manual,iasp91,30,21,6,0.06079059467,106.7247467,0.2105371504,0.2848046831
2022p658700,earthquake,2022-09-01T17:15:37.916Z,2022-09-01T18:00:03.757Z,177.5683289,-36.85996246,2.197632272,175.4685822,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,4,0.9106904268,311.9665833,0.5637515503,0.1334330468
2022p658567,earthquake,2022-09-01T16:04:43.431Z,2022-09-01T16:50:28.398Z,175.8149567,-40.73742676,0.9914418277,21.30900574,MLv,,LOCSAT,confirmed,manual,iasp91,24,13,2,0.06613408774,76.33730984,0.4736587578,0.07852901996
2022p658547,earthquake,2022-09-01T15:54:15.447Z,2022-09-01T16:09:15.542Z,175.9083099,-38.81167221,1.133200863,11.66454887,MLv,,LOCSAT,confirmed,manual,iasp91,10,9,5,0.1195860878,113.1903868,0.1895002029,0.2011720259
2022p658483,earthquake,2022-09-01T15:20:13.402Z,2022-09-01T16:01:54.664Z,175.9905396,-38.38010406,1.563145803,142.0699768,MLv,,LOCSAT,confirmed,manual,iasp91,25,18,3,0.4303199947,198.5917969,0.5602066051,0.05150887328
2022p658366,earthquake,2022-09-01T14:17:33.149Z,2022-09-01T16:25:07.652Z,174.9232483,-39.18443298,1.593753433,19.12283325,MLv,,LOCSAT,confirmed,manual,iasp91,33,24,5,0.1414876431,93.78393555,0.3354193688,0.2606140745
2022p658344,earthquake,2022-09-01T14:05:47.793Z,2022-09-01T14:20:48.735Z,175.8905487,-38.91174698,1.637255083,103.4452362,MLv,,LOCSAT,confirmed,manual,iasp91,36,24,7,0.1028418988,70.77614975,0.7565291018,0.07720261462
2022p658304,earthquake,2022-09-01T13:44:44.647Z,2022-09-01T14:09:29.990Z,172.8281555,-41.11225128,2.050880327,142.282074,MLv,,LOCSAT,confirmed,manual,iasp91,19,11,2,0.1272714138,131.0917969,0.3153283524,0.1275575679
2022p658244,earthquake,2022-09-01T13:12:40.510Z,2022-09-01T14:12:54.723Z,173.0143738,-43.08288574,2.212256088,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,32,21,3,0.1164267808,141.5965843,0.4923763521,0.5343667431
2022p658178,earthquake,2022-09-01T12:37:27.987Z,2022-09-01T12:42:28.592Z,177.7138519,-36.59931564,2.53945169,5,MLv,operator assigned,LOCSAT,preliminary,manual,iasp91,16,14,5,1.071701884,249.709549,1.02696161,0.1065811874
2022p658172,earthquake,2022-09-01T12:34:08.937Z,2022-09-01T12:45:53.449Z,175.7957611,-40.55194855,1.014052208,21.26177406,MLv,,LOCSAT,confirmed,manual,iasp91,25,14,2,0.1177974865,111.728714,0.4288869483,0.1071704871
2022p658149,earthquake,2022-09-01T12:22:32.282Z,2022-09-01T12:45:12.079Z,175.6602478,-39.07116318,2.009464697,70.37243652,MLv,,LOCSAT,confirmed,manual,iasp91,51,34,29,0.09983307123,87.21334839,0.5743430856,0.589964834
2022p658111,earthquake,2022-09-01T12:01:35.825Z,2022-09-01T12:32:52.793Z,176.0278015,-40.47002792,2.017372893,21.52665901,MLv,,LOCSAT,confirmed,manual,iasp91,44,24,17,0.09502311796,53.17909241,0.4850616672,0.1863480508
2022p657982,earthquake,2022-09-01T10:53:12.158Z,2022-09-01T10:56:35.867Z,175.6618958,-39.45563889,0.983876414,17.4775753,MLv,,LOCSAT,confirmed,manual,iasp91,20,13,6,0.08547773957,240.1519623,0.1420310228,0.264788519
2022p657973,earthquake,2022-09-01T10:48:19.521Z,2022-09-01T12:30:40.818Z,177.3270569,-37.10887527,2.230157301,105.5880585,MLv,,LOCSAT,confirmed,manual,iasp91,22,16,4,0.7408819795,195.1265869,0.5326412007,0.08137716947
2022p657959,earthquake,2022-09-01T10:40:58.435Z,2022-09-01T10:55:17.824Z,174.3081818,-40.53699875,1.983749515,55.92317963,MLv,,LOCSAT,confirmed,manual,iasp91,31,21,3,0.3954423368,86.03671265,0.5448574543,0.2550049972
2022p657940,earthquake,2022-09-01T10:30:22.645Z,2022-09-01T10:49:15.088Z,175.9346161,-38.39634323,1.92159066,139.5222778,MLv,,LOCSAT,confirmed,manual,iasp91,34,24,9,0.5776541233,103.0363007,0.7545896268,0.2072461073
2022p657929,earthquake,2022-09-01T10:24:51.337Z,2022-09-01T10:47:39.047Z,175.8931274,-38.78632736,1.589844727,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,12,0.1238335967,75.9974823,0.3142223608,0.1451991312
2022p657833,earthquake,2022-09-01T09:33:53.873Z,2022-09-01T09:37:20.445Z,175.9997559,-38.83337402,1.576364455,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,18,14,0.09210079908,70.91428375,0.3129176605,0
2022p657816,earthquake,2022-09-01T09:23:58.746Z,2022-09-13T23:26:17.852Z,-179.1344757,-34.62401199,4.295719196,100,mB,operator assigned,LOCSAT,confirmed,manual,tab,19,12,1,3.753786325,328.8647308,0.7419046907,0
2022p657787,earthquake,2022-09-01T09:09:12.372Z,2022-09-01T09:18:24.972Z,176.3368378,-39.6144104,0.6793942662,31.43121147,M,,LOCSAT,confirmed,manual,iasp91,15,10,4,0.03975709528,101.0194397,0.6785336677,0
2022p657724,earthquake,2022-09-01T08:35:21.401Z,2022-09-01T08:39:19.556Z,174.7737579,-41.1860199,1.566016847,26.38918686,M,,LOCSAT,confirmed,manual,iasp91,29,19,6,0.05853801593,77.13425827,0.5896100608,0
2022p657703,earthquake,2022-09-01T08:24:37.508Z,2022-09-01T08:32:22.547Z,177.8557892,-39.0810318,1.607383274,33.92504883,M,,LOCSAT,confirmed,manual,iasp91,22,16,6,0.08178415895,143.1458158,0.3294919782,0
2022p657677,earthquake,2022-09-01T08:11:34.687Z,2022-09-01T08:27:13.899Z,174.7422028,-40.47896194,1.736002241,17.59462357,M,,LOCSAT,confirmed,manual,iasp91,17,12,3,0.3695245087,118.1106458,0.3603477052,0
2022p657623,earthquake,2022-09-01T07:41:42.587Z,2022-09-01T07:44:26.560Z,176.6760712,-38.05126953,1.52258199,3.855935097,M,,LOCSAT,confirmed,manual,iasp91,15,13,6,0.04151901975,122.277153,0.3373154296,0
2022p657607,earthquake,2022-09-01T07:33:13.791Z,2022-09-01T08:02:27.425Z,175.4499512,-38.89025497,1.817289222,98.32512665,M,,LOCSAT,confirmed,manual,iasp91,26,23,20,0.1807422638,62.50247192,0.3780630359,0
