ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12793377,JF355832,08/13/2022 09:30:00 PM,131XX S LANGLEY AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0533,005,9,54,03,1183246,1818291,2022,09/26/2022 04:46:54 PM,41.65658079,-87.605130963,"(41.65658079, -87.605130963)"
12791261,JF353485,08/11/2022 10:40:00 PM,074XX S ABERDEEN ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,0733,007,17,68,03,1170269,1855586,2022,09/26/2022 04:46:54 PM,41.759215044,-87.651534922,"(41.759215044, -87.651534922)"
12791643,JF353435,08/11/2022 08:00:00 AM,036XX N OAKLEY AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1921,019,47,5,05,1160391,1924050,2022,09/26/2022 04:46:54 PM,41.947296482,-87.685845508,"(41.947296482, -87.685845508)"
12799595,JF363294,08/20/2022 01:33:00 AM,002XX N LAFLIN ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1215,012,27,28,03,1166429,1901640,2022,09/26/2022 04:46:54 PM,41.885674771,-87.664294079,"(41.885674771, -87.664294079)"
12797107,JF359895,08/17/2022 09:42:00 AM,110XX S STATE ST,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,0513,005,9,49,03,1178219,1831614,2022,09/26/2022 04:46:54 PM,41.693256208,-87.623123486,"(41.693256208, -87.623123486)"
12795917,JF358809,08/16/2022 01:00:00 PM,039XX W ROOSEVELT RD,0330,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,true,false,1011,010,24,29,03,1150084,1894415,2022,09/26/2022 04:46:54 PM,41.866182559,-87.724504682,"(41.866182559, -87.724504682)"
12798446,JF361881,08/18/2022 09:15:00 PM,057XX S LOOMIS BLVD,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0713,007,16,67,03,1167975,1866753,2022,09/26/2022 04:46:54 PM,41.789908288,-87.659621732,"(41.789908288, -87.659621732)"
12796499,JF359596,08/17/2022 12:27:00 AM,006XX W ADDISON ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,false,false,1925,019,46,6,03,1171130,1924263,2022,09/26/2022 04:46:54 PM,41.947651564,-87.646365726,"(41.947651564, -87.646365726)"
12794802,JF357448,08/14/2022 02:00:00 PM,027XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1125,011,27,27,05,1158053,1899572,2022,09/26/2022 04:46:54 PM,41.880175063,-87.695108926,"(41.880175063, -87.695108926)"
12793315,JF355929,08/13/2022 10:50:00 PM,010XX N DRAKE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1121,011,27,23,03,1152522,1906634,2022,09/26/2022 04:46:54 PM,41.899664977,-87.715231438,"(41.899664977, -87.715231438)"
12799552,JF360903,08/18/2022 03:58:00 AM,043XX W VAN BUREN ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,RESIDENCE,false,false,1131,011,28,26,03,1147584,1897671,2022,09/26/2022 04:46:54 PM,41.8751657,-87.733598964,"(41.8751657, -87.733598964)"
12793331,JF355934,08/14/2022 12:26:00 AM,054XX S CARPENTER ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,true,0934,009,20,61,05,1170237,1868766,2022,09/26/2022 04:46:54 PM,41.795383247,-87.651269079,"(41.795383247, -87.651269079)"
12789656,JF350377,08/04/2022 03:00:00 PM,066XX S CALIFORNIA AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0831,008,17,66,03,1158852,1860589,2022,09/26/2022 04:46:54 PM,41.773184708,-87.693241558,"(41.773184708, -87.693241558)"
12793447,JF356037,08/14/2022 02:50:00 AM,004XX N MC CLURG CT,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1834,018,42,8,03,1179120,1903342,2022,09/26/2022 04:46:54 PM,41.890064174,-87.617638563,"(41.890064174, -87.617638563)"
12792288,JF354654,08/12/2022 09:00:00 PM,052XX W LAKE ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1523,015,37,25,03,1141175,1902046,2022,09/26/2022 04:46:54 PM,41.887291727,-87.757022669,"(41.887291727, -87.757022669)"
12799611,JF363321,08/20/2022 02:15:00 AM,055XX S LAKE PARK AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0235,002,5,41,03,1187594,1868671,2022,09/26/2022 04:46:54 PM,41.794727026,-87.587624299,"(41.794727026, -87.587624299)"
12795285,JF358148,08/15/2022 05:00:00 PM,048XX W CORTEZ ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1531,015,37,25,05,1143949,1906546,2022,09/26/2022 04:46:54 PM,41.899588671,-87.746722619,"(41.899588671, -87.746722619)"
12799744,JF363412,08/20/2022 04:50:00 AM,022XX W HOWARD ST,031B,ROBBERY,ARMED - OTHER FIREARM,STREET,false,false,2411,024,49,2,03,1160390,1950360,2022,09/26/2022 04:46:54 PM,42.019492209,-87.685117283,"(42.019492209, -87.685117283)"
12798614,JF359417,08/16/2022 07:00:00 PM,010XX W 129TH PL,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,0523,005,34,53,03,1171952,1818852,2022,09/26/2022 04:46:54 PM,41.658374668,-87.646440719,"(41.658374668, -87.646440719)"
12791130,JF353332,08/11/2022 07:58:00 PM,046XX S DREXEL BLVD,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,0222,002,4,39,03,1183101,1874449,2022,09/26/2022 04:46:54 PM,41.810688089,-87.603920053,"(41.810688089, -87.603920053)"
12794566,JF347852,08/06/2022 11:30:00 PM,004XX E 34TH ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,false,false,0211,002,4,35,03,1179925,1882604,2022,09/26/2022 04:46:54 PM,41.833139425,-87.615319213,"(41.833139425, -87.615319213)"
12798948,JF362297,08/18/2022 11:00:00 PM,061XX S CARPENTER ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,true,0712,007,16,68,05,1170368,1864018,2022,09/26/2022 04:46:54 PM,41.782351338,-87.650926895,"(41.782351338, -87.650926895)"
12790041,JF351877,08/10/2022 04:45:00 PM,066XX S ST LAWRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0321,003,20,42,05,1181376,1861069,2022,09/26/2022 04:46:54 PM,41.77401218,-87.610659649,"(41.77401218, -87.610659649)"
12788862,JF350667,08/09/2022 05:00:00 PM,057XX S MAY ST,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),false,false,0712,007,16,68,03,1169631,1866757,2022,09/26/2022 04:46:54 PM,41.789883494,-87.653549546,"(41.789883494, -87.653549546)"
12790329,JF351643,08/10/2022 07:00:00 AM,002XX E 35TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0211,002,4,35,05,1178623,1881841,2022,09/26/2022 04:46:54 PM,41.831075459,-87.620119685,"(41.831075459, -87.620119685)"
12790151,JF352170,08/10/2022 09:15:00 PM,054XX S KARLOV AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0815,008,23,62,03,1149962,1868125,2022,09/26/2022 04:46:54 PM,41.794041625,-87.725635284,"(41.794041625, -87.725635284)"
12789775,JF351912,08/03/2022 04:00:00 PM,068XX S PAXTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0331,003,5,43,05,1192056,1860084,2022,09/26/2022 04:46:54 PM,41.771056325,-87.571541473,"(41.771056325, -87.571541473)"
12793445,JF356045,08/14/2022 12:00:00 AM,023XX N DAMEN AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,false,false,1432,014,32,22,03,1162625,1915738,2022,09/26/2022 04:46:54 PM,41.92444126,-87.677867518,"(41.92444126, -87.677867518)"
12796540,JF359508,08/16/2022 10:20:00 PM,087XX S LOWE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,2223,022,21,71,03,1173503,1846831,2022,09/26/2022 04:46:54 PM,41.735119256,-87.639941036,"(41.735119256, -87.639941036)"
12798575,JF362035,08/19/2022 02:00:00 AM,055XX S MAY ST,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,false,false,0712,007,16,68,03,1169596,1868030,2022,09/26/2022 04:46:54 PM,41.793377511,-87.653640978,"(41.793377511, -87.653640978)"
12790931,JF353266,08/11/2022 01:20:00 AM,002XX W INSTITUTE PL,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1823,018,27,8,05,1174454,1905982,2022,09/26/2022 04:46:54 PM,41.897413995,-87.634695089,"(41.897413995, -87.634695089)"
12794557,JF357290,08/14/2022 12:00:00 AM,057XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,0232,002,20,68,05,1175943,1867054,2022,09/26/2022 04:46:54 PM,41.790559208,-87.630396474,"(41.790559208, -87.630396474)"
12791226,JF353334,08/11/2022 07:00:00 PM,055XX W WASHINGTON BLVD,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,1522,015,29,25,05,1139376,1900200,2022,09/26/2022 04:46:54 PM,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
12793559,JF351548,08/02/2022 08:30:00 AM,028XX W MADISON ST,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,false,false,1222,012,27,27,03,1157633,1899896,2022,09/26/2022 04:46:54 PM,41.88107271,-87.696642296,"(41.88107271, -87.696642296)"
12797913,JF360994,08/17/2022 08:00:00 PM,043XX W NORTH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,2534,025,26,23,03,1146892,1910274,2022,09/26/2022 04:46:54 PM,41.909762964,-87.735817495,"(41.909762964, -87.735817495)"
12798213,JF361660,08/18/2022 12:00:00 AM,063XX W NORTH AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,2513,025,29,25,03,1133759,1909967,2022,09/26/2022 04:46:54 PM,41.909161431,-87.784070632,"(41.909161431, -87.784070632)"
12796451,JF359509,08/16/2022 10:59:00 PM,030XX N HAUSSEN CT,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,2523,025,30,21,03,1150158,1920004,2022,09/26/2022 04:46:54 PM,41.936399897,-87.723565309,"(41.936399897, -87.723565309)"
12797411,JF360605,08/17/2022 12:00:00 PM,017XX W 86TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0614,006,21,71,05,1166366,1847669,2022,09/26/2022 04:46:54 PM,41.737573664,-87.666064301,"(41.737573664, -87.666064301)"
12794343,JF357060,08/14/2022 11:00:00 PM,082XX S SOUTH CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0414,004,8,46,03,1190831,1850523,2022,09/26/2022 04:46:54 PM,41.744849823,-87.57634019,"(41.744849823, -87.57634019)"
12796384,JF359414,08/16/2022 03:55:00 PM,033XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1124,011,28,27,05,1154185,1899339,2022,09/26/2022 04:46:54 PM,41.879613741,-87.709318061,"(41.879613741, -87.709318061)"
12790504,JF352513,08/08/2022 09:45:00 PM,076XX S STONY ISLAND AVE,0331,ROBBERY,ATTEMPT AGGRAVATED,SIDEWALK,false,false,0411,004,5,43,03,1188134,1854823,2022,09/26/2022 04:46:54 PM,41.756714109,-87.586085395,"(41.756714109, -87.586085395)"
12796592,JF359678,08/17/2022 04:26:00 AM,046XX N CUMBERLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,TAVERN / LIQUOR STORE,false,false,1614,016,38,76,05,1119320,1929780,2022,09/26/2022 04:46:54 PM,41.96377246,-87.836692619,"(41.96377246, -87.836692619)"
12789299,JF350996,08/09/2022 11:05:00 PM,020XX N DAMEN AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,false,false,1432,014,32,22,03,1162706,1913430,2022,09/26/2022 04:46:54 PM,41.918106256,-87.677634735,"(41.918106256, -87.677634735)"
12798423,JF361784,08/18/2022 10:30:00 AM,024XX S ARCHER AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0914,009,11,60,03,1171590,1887793,2022,09/26/2022 04:46:54 PM,41.847565598,-87.645749253,"(41.847565598, -87.645749253)"
12795290,JF358080,08/15/2022 07:55:00 PM,045XX S MOZART ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0922,009,15,58,03,1158131,1874348,2022,09/26/2022 04:46:54 PM,41.810955994,-87.695510389,"(41.810955994, -87.695510389)"
12799765,JF362649,08/19/2022 02:30:00 PM,044XX N LARAMIE AVE,0610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PRIVATE BUILDING,false,false,1623,016,38,15,05,1140884,1929189,2022,09/26/2022 04:46:54 PM,41.961780348,-87.757421863,"(41.961780348, -87.757421863)"
12795447,JF358332,08/16/2022 03:45:00 AM,094XX S LAFAYETTE AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,ALLEY,false,false,0634,006,21,49,03,1177601,1842215,2022,09/26/2022 04:46:54 PM,41.72236078,-87.625066872,"(41.72236078, -87.625066872)"
12800580,JF364375,08/20/2022 11:00:00 PM,017XX N WINCHESTER AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1434,014,32,24,03,1163083,1911596,2022,09/26/2022 04:46:54 PM,41.913065718,-87.676301237,"(41.913065718, -87.676301237)"
12795616,JF358456,08/16/2022 07:30:00 AM,120XX S YALE AVE,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE,false,false,0523,005,9,53,03,1176776,1825173,2022,09/26/2022 04:46:54 PM,41.675613656,-87.628599491,"(41.675613656, -87.628599491)"
12799704,JF363423,08/20/2022 06:08:00 AM,095XX S PEORIA ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,2223,022,21,73,03,1171997,1841469,2022,09/26/2022 04:46:54 PM,41.720438336,-87.645615337,"(41.720438336, -87.645615337)"
12792661,JF354113,08/12/2022 01:28:00 PM,043XX S KEDZIE AVE,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,STREET,false,false,0922,009,15,58,03,1155745,1875638,2022,09/26/2022 04:46:54 PM,41.814544186,-87.704227463,"(41.814544186, -87.704227463)"
12797455,JF359697,08/17/2022 04:40:00 AM,059XX N NORTHWEST HWY,0610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,false,false,1611,016,41,10,05,1131400,1938826,2022,09/26/2022 04:46:54 PM,41.988394837,-87.792067187,"(41.988394837, -87.792067187)"
12795276,JF358051,08/15/2022 07:20:00 PM,052XX W LAKE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,1523,015,37,25,03,1141557,1902021,2022,09/26/2022 04:46:54 PM,41.887216076,-87.755620452,"(41.887216076, -87.755620452)"
12798807,JF354027,08/11/2022 12:00:00 AM,062XX N WESTERN AVE,0620,BURGLARY,UNLAWFUL ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2413,024,50,2,05,1159186,1941450,2022,09/26/2022 04:46:54 PM,41.995067825,-87.68979434,"(41.995067825, -87.68979434)"
12795328,JF358217,08/15/2022 10:45:00 PM,011XX W WASHBURNE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1232,012,25,28,03,1168988,1894551,2022,09/26/2022 04:46:54 PM,41.866166891,-87.655102674,"(41.866166891, -87.655102674)"
12800602,JF364490,08/21/2022 02:40:00 AM,029XX W 79TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0835,008,18,70,03,1158299,1852063,2022,09/26/2022 04:46:54 PM,41.749799342,-87.695500482,"(41.749799342, -87.695500482)"
12793417,JF356010,08/14/2022 02:50:00 AM,022XX W LE MOYNE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1424,014,1,24,03,1160883,1909927,2022,09/26/2022 04:46:54 PM,41.908531819,-87.684429917,"(41.908531819, -87.684429917)"
12789176,JF350984,08/09/2022 10:21:00 PM,041XX W WELLINGTON AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,2523,025,31,21,03,1148223,1919624,2022,09/26/2022 04:46:54 PM,41.93539469,-87.730686524,"(41.93539469, -87.730686524)"
12790457,JF352489,08/10/2022 08:00:00 PM,062XX W BRYN MAWR AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,1622,016,45,10,05,1133427,1936836,2022,09/26/2022 04:46:54 PM,41.982898704,-87.784658432,"(41.982898704, -87.784658432)"
12789331,JF351111,08/10/2022 03:38:00 AM,006XX W JACKSON BLVD,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,0121,001,42,28,05,1172223,1898889,2022,09/26/2022 04:46:54 PM,41.87799992,-87.643098749,"(41.87799992, -87.643098749)"
12797389,JF360555,08/17/2022 03:11:00 PM,0000X E 87TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0632,006,9,44,03,1178485,1847337,2022,09/26/2022 04:46:54 PM,41.73639619,-87.621673806,"(41.73639619, -87.621673806)"
12793324,JF355839,08/13/2022 10:40:00 PM,0000X N MAY ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1224,012,27,28,05,1168822,1900427,2022,09/26/2022 04:46:54 PM,41.882294681,-87.65554173,"(41.882294681, -87.65554173)"
12789900,JF351728,08/10/2022 03:05:00 PM,081XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0613,006,21,71,05,1171063,1850793,2022,09/26/2022 04:46:54 PM,41.746045121,-87.648764715,"(41.746045121, -87.648764715)"
12800437,JF364341,08/20/2022 10:40:00 PM,050XX N KIMBALL AVE,031A,ROBBERY,ARMED - HANDGUN,CTA BUS,false,false,1713,017,39,13,03,1152799,1933484,2022,09/26/2022 04:46:54 PM,41.973337992,-87.713500973,"(41.973337992, -87.713500973)"
12790618,JF352605,08/10/2022 06:30:00 AM,067XX S PRAIRIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0322,003,6,69,05,1179200,1860437,2022,09/26/2022 04:46:54 PM,41.772327807,-87.618655624,"(41.772327807, -87.618655624)"
12791336,JF353566,08/12/2022 02:15:00 AM,0000X W 95TH ST,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,false,false,0634,006,21,49,03,1177762,1841949,2022,09/26/2022 04:46:54 PM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)"
12791245,JF353508,08/12/2022 12:15:00 AM,066XX S PERRY AVE,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,false,false,0722,007,6,69,03,1176542,1860879,2022,09/26/2022 04:46:54 PM,41.773600901,-87.628385732,"(41.773600901, -87.628385732)"
12798494,JF361954,08/18/2022 09:30:00 AM,052XX S KENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0234,002,4,41,05,1186051,1870728,2022,09/26/2022 04:46:54 PM,41.80040818,-87.593217433,"(41.80040818, -87.593217433)"
12793911,JF356594,08/14/2022 02:50:00 PM,068XX S PERRY AVE,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,false,false,0722,007,6,69,03,1176579,1859610,2022,09/26/2022 04:46:54 PM,41.770117794,-87.628288234,"(41.770117794, -87.628288234)"
12791214,JF353096,08/11/2022 04:28:00 PM,025XX W MONROE ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,false,false,1125,011,27,28,03,1159308,1899595,2022,09/26/2022 04:46:54 PM,41.880212474,-87.69050007,"(41.880212474, -87.69050007)"
12793097,JF355667,08/13/2022 06:44:00 PM,053XX W HURON ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,1524,015,37,25,03,1140301,1904107,2022,09/26/2022 04:46:54 PM,41.892963428,-87.760181744,"(41.892963428, -87.760181744)"
12792123,JF354525,08/03/2022 06:00:00 AM,023XX W ROSEMONT AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2413,024,50,2,05,1159649,1941772,2022,09/26/2022 04:46:54 PM,41.995941844,-87.688082275,"(41.995941844, -87.688082275)"
12798491,JF361934,08/18/2022 10:10:00 PM,005XX S WELLS ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0123,001,25,32,03,1174806,1897832,2022,09/26/2022 04:46:54 PM,41.875042051,-87.633646321,"(41.875042051, -87.633646321)"
12797836,JF360074,08/16/2022 03:30:00 PM,026XX W GRAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,CONSTRUCTION SITE,false,false,1221,012,27,23,05,1158538,1904229,2022,09/26/2022 04:46:54 PM,41.892944384,-87.693200498,"(41.892944384, -87.693200498)"
12789181,JF350952,08/09/2022 04:00:00 PM,051XX S KOLIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0815,008,23,57,05,1148233,1870154,2022,09/26/2022 04:46:54 PM,41.799642878,-87.73192347,"(41.799642878, -87.73192347)"
12799626,JF363363,08/20/2022 03:00:00 AM,003XX S LARAMIE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1533,015,28,25,03,1141786,1897758,2022,09/26/2022 04:46:54 PM,41.875513637,-87.754885005,"(41.875513637, -87.754885005)"
12791298,JF353471,08/11/2022 11:00:00 PM,128XX S EMERALD AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0523,005,34,53,03,1173675,1819485,2022,09/26/2022 04:46:54 PM,41.660073876,-87.64011724,"(41.660073876, -87.64011724)"
12799796,JF363580,08/16/2022 11:45:00 PM,029XX W SUMMERDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,2011,020,40,4,05,1155850,1935401,2022,09/26/2022 04:46:54 PM,41.978537219,-87.702229757,"(41.978537219, -87.702229757)"
12795949,JF358942,08/16/2022 01:05:00 PM,039XX W ROOSEVELT RD,0331,ROBBERY,ATTEMPT AGGRAVATED,SMALL RETAIL STORE,true,false,1132,011,24,29,03,1150123,1894416,2022,09/26/2022 04:46:54 PM,41.866184544,-87.724361483,"(41.866184544, -87.724361483)"
12795221,JF358104,08/14/2022 09:00:00 AM,014XX W 74TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0734,007,17,67,05,1168018,1855675,2022,09/26/2022 04:46:54 PM,41.759507932,-87.6597822,"(41.759507932, -87.6597822)"
12792999,JF355304,08/13/2022 12:40:00 PM,081XX S BLACKSTONE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0411,004,8,45,03,1187578,1851341,2022,09/26/2022 04:46:54 PM,41.747172405,-87.588233515,"(41.747172405, -87.588233515)"
12792127,JF354597,08/12/2022 06:00:00 PM,008XX W 66TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0723,007,20,68,03,1172022,1861093,2022,09/26/2022 04:46:54 PM,41.774288618,-87.644948727,"(41.774288618, -87.644948727)"
12789566,JF351192,08/10/2022 05:33:00 AM,014XX W 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,2222,022,21,73,05,1168174,1841735,2022,09/26/2022 04:46:54 PM,41.721251232,-87.659610434,"(41.721251232, -87.659610434)"
12789256,JF349824,08/09/2022 04:44:00 AM,046XX N KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,TAVERN / LIQUOR STORE,false,false,1713,017,33,14,05,1154215,1930526,2022,09/26/2022 04:46:54 PM,41.965192833,-87.708373331,"(41.965192833, -87.708373331)"
12797647,JF360894,08/18/2022 03:32:00 AM,009XX E 131ST ST,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,false,false,0533,005,9,54,03,1184984,1818569,2022,09/26/2022 04:46:54 PM,41.657303195,-87.598762789,"(41.657303195, -87.598762789)"
12791180,JF353211,08/11/2022 05:30:00 PM,022XX W RICE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1212,012,2,24,05,1161282,1905629,2022,09/26/2022 04:46:54 PM,41.89672948,-87.683083865,"(41.89672948, -87.683083865)"
12800508,JF364479,08/21/2022 02:38:00 AM,035XX W 79TH ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0834,008,18,70,03,1154082,1851962,2022,09/26/2022 04:46:54 PM,41.749606927,-87.7109562,"(41.749606927, -87.7109562)"
12789530,JF351444,08/09/2022 07:00:00 PM,055XX S MOZART ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0824,008,16,63,05,1158319,1867796,2022,09/26/2022 04:46:54 PM,41.792972606,-87.694999292,"(41.792972606, -87.694999292)"
12798087,JF361368,08/18/2022 01:00:00 PM,0000X W 63RD ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS STOP,false,false,0311,003,20,69,03,1176893,1863226,2022,09/26/2022 04:46:54 PM,41.780033416,-87.627028388,"(41.780033416, -87.627028388)"
12792742,JF355155,08/13/2022 10:30:00 AM,003XX E 120TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,true,0532,005,9,53,05,1180221,1825119,2022,09/26/2022 04:46:54 PM,41.675387461,-87.615991793,"(41.675387461, -87.615991793)"
12789581,JF351450,08/09/2022 12:00:00 AM,072XX S ST LAWRENCE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0323,003,6,69,05,1181488,1857135,2022,09/26/2022 04:46:54 PM,41.763214306,-87.610370302,"(41.763214306, -87.610370302)"
12797698,JF360902,08/18/2022 03:56:00 AM,016XX S LAWNDALE AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1014,010,24,29,03,1151970,1891547,2022,09/26/2022 04:46:54 PM,41.858275523,-87.717656472,"(41.858275523, -87.717656472)"
12795268,JF358163,08/15/2022 09:00:00 PM,016XX N DAMEN AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1434,014,2,24,03,1162770,1910825,2022,09/26/2022 04:46:54 PM,41.910956613,-87.677472785,"(41.910956613, -87.677472785)"
12795485,JF358316,08/16/2022 01:49:00 AM,008XX E 63RD ST,0620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,false,false,0313,003,20,42,05,1183247,1863427,2022,09/26/2022 04:46:54 PM,41.780439401,-87.603727666,"(41.780439401, -87.603727666)"
12793590,JF356213,08/14/2022 04:18:00 AM,028XX N HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1934,019,44,6,05,1170446,1919030,2022,09/26/2022 04:46:54 PM,41.933307015,-87.649033474,"(41.933307015, -87.649033474)"
12798005,JF360527,08/17/2022 05:31:00 PM,022XX N ST LOUIS AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,1413,014,35,22,05,1152891,1914838,2022,09/26/2022 04:46:54 PM,41.922170191,-87.713658387,"(41.922170191, -87.713658387)"
